Measures,Total_Mean_Error_Dataset
Train_MAE,0.11046803578056322
Train_MSE,0.02058328190391482
Train_RMSE,0.14156972557849598
Train_MAPE,145.72871679337206
Test_MAE,0.1243350290214539
Test_MSE,0.024936987036231522
Test_RMSE,0.15613041246040457
Test_MAPE,122.64219290495869
