week,ALEXANDER: NDVI,ARMSTRONG: NDVI,BIFROST-RIVERTON: NDVI,BOISSEVAIN-MORTON: NDVI,BRENDA-WASKADA: NDVI,CARTWRIGHT-ROBLIN: NDVI,CLANWILLIAM-ERICKSON: NDVI,DAUPHIN: NDVI,ELLICE-ARCHIE: NDVI,FISHER: NDVI,GILBERT PLAINS: NDVI,GIMLI: NDVI,GLENBORO-SOUTH CYPRESS: NDVI,GRANDVIEW: NDVI,HAMIOTA: NDVI,HILLSBURG-ROBLIN-SHELL RIVER: NDVI,KELSEY: NDVI,LA BROQUERIE: NDVI,MCCREARY: NDVI,MORRIS: NDVI,NORFOLK-TREHERNE: NDVI,NORTH CYPRESS-LANGFORD: NDVI,OAKVIEW: NDVI,PINEY: NDVI,PORTAGE LA PRAIRIE: NDVI,PRAIRIE LAKES: NDVI,PRAIRIE VIEW: NDVI,STE. ANNE: NDVI,STUARTBURN: NDVI,SWAN VALLEY WEST: NDVI,THOMPSON: NDVI,VICTORIA: NDVI,WEST ST. PAUL: NDVI,WESTLAKE-GLADSTONE: NDVI,WINNIPEG: NDVI,WOODLANDS: NDVI,YELLOWHEAD: NDVI
2015-04-05,0.4565818181818182,0.44502272727272735,0.6211954545454544,0.6116454545454544,0.6282136363636363,0.7929954545454546,0.7286409090909092,0.546325,0.4818954545454545,0.5890818181818179,0.34683181818181813,0.30836818181818176,0.31748636363636357,0.29876363636363634,0.38543636363636363,0.6780590909090909,0.6866738636363635,0.7207454545454546,0.711840909090909,0.5596772727272726,0.6315000000000001,0.4516659090909091,0.23305454545454546,0.5148,0.3601545455909091,0.5155000000000001,0.562940909090909,0.6460977272727273,0.7680954545454547,0.8147909090909089,0.6724530303636364,0.5494636363636365,0.6506772727272728,0.30773636363636364,0.2653727272727273,0.45700909090909075,0.3017636363636363
2015-04-12,0.4565818181818182,0.44502272727272735,0.6211954545454544,0.6116454545454544,0.6282136363636363,0.7929954545454546,0.7286409090909092,0.546325,0.4818954545454545,0.5890818181818179,0.34683181818181813,0.30836818181818176,0.31748636363636357,0.29876363636363634,0.38543636363636363,0.6780590909090909,0.6866738636363635,0.7207454545454546,0.711840909090909,0.5596772727272726,0.6315000000000001,0.4516659090909091,0.23305454545454546,0.5148,0.3601545455909091,0.5155000000000001,0.562940909090909,0.6460977272727273,0.7680954545454547,0.8147909090909089,0.6724530303636364,0.5494636363636365,0.6506772727272728,0.30773636363636364,0.2653727272727273,0.45700909090909075,0.3017636363636363
2015-04-19,0.4565818181818182,0.44502272727272735,0.6211954545454544,0.6116454545454544,0.6282136363636363,0.7929954545454546,0.7286409090909092,0.546325,0.4818954545454545,0.5890818181818179,0.34683181818181813,0.30836818181818176,0.31748636363636357,0.29876363636363634,0.38543636363636363,0.6780590909090909,0.6866738636363635,0.7207454545454546,0.711840909090909,0.5596772727272726,0.6315000000000001,0.4516659090909091,0.23305454545454546,0.5148,0.3601545455909091,0.5155000000000001,0.562940909090909,0.6460977272727273,0.7680954545454547,0.8147909090909089,0.6724530303636364,0.5494636363636365,0.6506772727272728,0.30773636363636364,0.2653727272727273,0.45700909090909075,0.3017636363636363
2015-04-26,0.5859022727272727,0.6175295454545453,0.7317295454545455,0.7353113636363635,0.7413977272727273,0.7436977272727272,0.6851159090909092,0.42307045454545433,0.36342272727272723,0.2634431818181817,0.2811,0.4913,0.4382636363636363,0.45140454545454545,0.633965909090909,0.7690363636363636,0.7291857954545455,0.7126022727272727,0.6467681818181817,0.44596136363636363,0.37554545454545446,0.2938443181818182,0.36419318181818183,0.5845159090909092,0.4997053030681817,0.6927772727272729,0.7376931818181817,0.6737954545454546,0.7662045454545455,0.6812954545454544,0.5716053030454545,0.4570363636363638,0.28805454545454556,0.324925,0.39653636363636374,0.6316159090909091,0.47130000000000005
2015-05-03,0.5859022727272727,0.6175295454545453,0.7317295454545455,0.7353113636363635,0.7413977272727273,0.7436977272727272,0.6851159090909092,0.42307045454545433,0.36342272727272723,0.2634431818181817,0.2811,0.4913,0.4382636363636363,0.45140454545454545,0.633965909090909,0.7690363636363636,0.7291857954545455,0.7126022727272727,0.6467681818181817,0.44596136363636363,0.37554545454545446,0.2938443181818182,0.36419318181818183,0.5845159090909092,0.4997053030681817,0.6927772727272729,0.7376931818181817,0.6737954545454546,0.7662045454545455,0.6812954545454544,0.5716053030454545,0.4570363636363638,0.28805454545454556,0.324925,0.39653636363636374,0.6316159090909091,0.47130000000000005
2015-05-10,0.5859022727272727,0.6175295454545453,0.7317295454545455,0.7353113636363635,0.7413977272727273,0.7436977272727272,0.6851159090909092,0.42307045454545433,0.36342272727272723,0.2634431818181817,0.2811,0.4913,0.4382636363636363,0.45140454545454545,0.633965909090909,0.7690363636363636,0.7291857954545455,0.7126022727272727,0.6467681818181817,0.44596136363636363,0.37554545454545446,0.2938443181818182,0.36419318181818183,0.5845159090909092,0.4997053030681817,0.6927772727272729,0.7376931818181817,0.6737954545454546,0.7662045454545455,0.6812954545454544,0.5716053030454545,0.4570363636363638,0.28805454545454556,0.324925,0.39653636363636374,0.6316159090909091,0.47130000000000005
2015-05-17,0.5859022727272727,0.6175295454545453,0.7317295454545455,0.7353113636363635,0.7413977272727273,0.7436977272727272,0.6851159090909092,0.42307045454545433,0.36342272727272723,0.2634431818181817,0.2811,0.4913,0.4382636363636363,0.45140454545454545,0.633965909090909,0.7690363636363636,0.7291857954545455,0.7126022727272727,0.6467681818181817,0.44596136363636363,0.37554545454545446,0.2938443181818182,0.36419318181818183,0.5845159090909092,0.4997053030681817,0.6927772727272729,0.7376931818181817,0.6737954545454546,0.7662045454545455,0.6812954545454544,0.5716053030454545,0.4570363636363638,0.28805454545454556,0.324925,0.39653636363636374,0.6316159090909091,0.47130000000000005
2015-05-24,0.7490699999999999,0.7095300000000001,0.794665,0.748685,0.63963,0.7045349999999999,0.603985,0.3315425,0.25989999999999996,0.28959000000000007,0.360375,0.6096600000000001,0.5288299999999999,0.66323,0.7690650000000001,0.7737549999999999,0.73695875,0.6664000000000001,0.453005,0.2836,0.286725,0.376015,0.49510499999999996,0.63251,0.6293983331999999,0.7847850000000001,0.812405,0.6711425000000002,0.72218,0.4967699999999999,0.37402833345,0.28575,0.320915,0.46149500000000004,0.4861699999999999,0.7341249999999998,0.5969
2015-05-31,0.5859022727272727,0.6175295454545453,0.7317295454545455,0.7353113636363635,0.7413977272727273,0.7436977272727272,0.6851159090909092,0.42307045454545433,0.36342272727272723,0.2634431818181817,0.2811,0.4913,0.4382636363636363,0.45140454545454545,0.633965909090909,0.7690363636363636,0.7291857954545455,0.7126022727272727,0.6467681818181817,0.44596136363636363,0.37554545454545446,0.2938443181818182,0.36419318181818183,0.5845159090909092,0.4997053030681817,0.6927772727272729,0.7376931818181817,0.6737954545454546,0.7662045454545455,0.6812954545454544,0.5716053030454545,0.4570363636363638,0.28805454545454556,0.324925,0.39653636363636374,0.6316159090909091,0.47130000000000005
2015-06-07,0.7490699999999999,0.7095300000000001,0.794665,0.748685,0.63963,0.7045349999999999,0.603985,0.3315425,0.25989999999999996,0.28959000000000007,0.360375,0.6096600000000001,0.5288299999999999,0.66323,0.7690650000000001,0.7737549999999999,0.73695875,0.6664000000000001,0.453005,0.2836,0.286725,0.376015,0.49510499999999996,0.63251,0.6293983331999999,0.7847850000000001,0.812405,0.6711425000000002,0.72218,0.4967699999999999,0.37402833345,0.28575,0.320915,0.46149500000000004,0.4861699999999999,0.7341249999999998,0.5969
