Measures,Total_STD_Error_Dataset
Train_MAE,0.004689021864162054
Train_MSE,0.0011783304114811582
Train_RMSE,0.005178341903478218
Train_MAPE,14.927225951352643
Test_MAE,0.0045513311938055545
Test_MSE,0.0016017912366132062
Test_RMSE,0.005222632419425721
Test_MAPE,5.2681987738176765
