Measures,Total_Mean_Error_Dataset
Train_MAE,0.08282537063095213
Train_MSE,0.013082105211233246
Train_RMSE,0.11248807283948907
Train_MAPE,98.11260341292935
Test_MAE,0.11415385284331812
Test_MSE,0.02251346816133638
Test_RMSE,0.1481994781269207
Test_MAPE,119.80707303419317
