Measures,Total_Mean_Error_Dataset
Train_MAE,0.11496589036047022
Train_MSE,0.01928455834107932
Train_RMSE,0.13715276407382698
Train_MAPE,156.46416769676068
Test_MAE,0.17358359076492216
Test_MSE,0.04207978887203759
Test_RMSE,0.20337845841223548
Test_MAPE,140.7507694375052
