Measures,Total_STD_Error_Dataset
Train_MAE,0.015059682031396708
Train_MSE,0.0033689318268132185
Train_RMSE,0.015663086819213325
Train_MAPE,26.78235907620884
Test_MAE,0.005036394179528593
Test_MSE,0.0019032766672381727
Test_RMSE,0.006121870026003924
Test_MAPE,7.191182329010552
