week,ALEXANDER: NDVI,ARMSTRONG: NDVI,BIFROST-RIVERTON: NDVI,BOISSEVAIN-MORTON: NDVI,BRENDA-WASKADA: NDVI,CARTWRIGHT-ROBLIN: NDVI,CLANWILLIAM-ERICKSON: NDVI,DAUPHIN: NDVI,ELLICE-ARCHIE: NDVI,FISHER: NDVI,GILBERT PLAINS: NDVI,GIMLI: NDVI,GLENBORO-SOUTH CYPRESS: NDVI,GRANDVIEW: NDVI,HAMIOTA: NDVI,HILLSBURG-ROBLIN-SHELL RIVER: NDVI,KELSEY: NDVI,LA BROQUERIE: NDVI,MCCREARY: NDVI,MORRIS: NDVI,NORFOLK-TREHERNE: NDVI,NORTH CYPRESS-LANGFORD: NDVI,OAKVIEW: NDVI,PINEY: NDVI,PORTAGE LA PRAIRIE: NDVI,PRAIRIE LAKES: NDVI,PRAIRIE VIEW: NDVI,STE. ANNE: NDVI,STUARTBURN: NDVI,SWAN VALLEY WEST: NDVI,THOMPSON: NDVI,VICTORIA: NDVI,WEST ST. PAUL: NDVI,WESTLAKE-GLADSTONE: NDVI,WINNIPEG: NDVI,WOODLANDS: NDVI,YELLOWHEAD: NDVI
2015-04-05,0.7004615148360883,0.6124717288796208,0.6568590027807096,0.5770379296614018,0.4538238684749066,0.6012454481212929,0.5497381875028735,0.42870354900972985,0.4285436934755134,0.5147620332839491,0.5496646704594618,0.6235336158694729,0.4444120664295185,0.485430880424714,0.5032473122130904,0.6002892239982042,0.5812106934060397,0.619931233291466,0.5729387215957928,0.4965152008285692,0.5854477780687212,0.5659427232170603,0.5872965737096094,0.6601154487356763,0.5195108679074906,0.5984671101318514,0.5570438267011574,0.5443020880994504,0.5875856521878285,0.49931132694515373,0.5267421719818404,0.5462265284486045,0.5663588804972259,0.6073615551154764,0.4342600045327579,0.6062755017149414,0.6024487671807461
2015-04-12,0.700394716017566,0.6124049361979761,0.6568509260768959,0.5770387203032953,0.4538985525583782,0.6013132034800358,0.5498043106684384,0.42873816160039724,0.4285436950231152,0.5147628735759676,0.549595648395376,0.623462529039597,0.4443614550417123,0.48536699874887856,0.5032086551012573,0.6002915713531867,0.5812192873230301,0.6199325651897744,0.5729807261567408,0.49656412342217837,0.5854490637620575,0.5659421687354727,0.5872258473641526,0.6600515732253667,0.5194768041151165,0.5984687332690588,0.5570454204347077,0.5443043680921126,0.5876118829785776,0.499378126740351,0.5268052298411753,0.546226523915438,0.5664227510451455,0.6072919521117958,0.4342044264494818,0.6062668309203694,0.6023819683622238
2015-04-19,0.7003656550343865,0.6124100806785827,0.6568625992371885,0.5770387118140714,0.4539276135339125,0.6013422706260619,0.5498136041603072,0.42869868228148117,0.4285436934758561,0.514800495928267,0.5496631214688913,0.6234334680564174,0.44441643621093296,0.485434471822714,0.5031967595673591,0.6003362402078345,0.5812963904072733,0.6199290257803095,0.572937845852607,0.4965119186888304,0.5854893055544006,0.5659442546446628,0.5871966152656225,0.6601190371396676,0.5194977168674514,0.5984713983251537,0.5570679368389582,0.5443779470468217,0.5876828053011259,0.49940718772921433,0.5267360836630534,0.5462265311886819,0.5663552917492102,0.607359425185631,0.43415986416518154,0.6061771658360585,0.6023529085558177
2015-04-26,0.6998334786807364,0.6123650664684481,0.6568624768703166,0.5776736101931783,0.4544588012034713,0.6018740069558413,0.5501591280692291,0.4286992101471015,0.42854371596212376,0.5148604988698041,0.5490272053333468,0.6229162304103876,0.44441627984519017,0.4857209559462047,0.5032545162378126,0.6005312315708942,0.5814964387204883,0.6199295871892117,0.5729381840197622,0.49643627808349633,0.5854473912905923,0.5653688190010702,0.5866644382953415,0.6601131664951394,0.5194999455503839,0.5984714264746693,0.5576138645052566,0.5447514120264358,0.5882149806101653,0.4999385332812891,0.526737151597231,0.5462261324113372,0.5663542066837995,0.6067235090500869,0.43362875724129035,0.6056460573800185,0.6018208183591778
2015-05-03,0.7004511130066404,0.6124618926864849,0.6568618662177599,0.5770401390268922,0.4538255704648968,0.6012502761776793,0.5497489272605719,0.4287075184051373,0.42854406893650676,0.5147464712568175,0.5496431584244958,0.6235183751551979,0.4444140553763362,0.4854156947727674,0.5032457659972477,0.6002942549168999,0.5812189445479671,0.6199394039220608,0.5729460766333415,0.4965223734693566,0.5854443308507075,0.5659242916163651,0.5872803929639901,0.6601190265982126,0.519517768959158,0.5984714099132546,0.5570565420295313,0.5443075673630532,0.5875985896902292,0.49930788973644225,0.5267537952222341,0.5462204634547321,0.5663353158327791,0.6073394621408843,0.43426360155904015,0.6062801054016103,0.6024378473159098
2015-05-10,0.7004688829395583,0.6124810285493756,0.6568627415928503,0.5770408585592038,0.45382662558261344,0.6012394648091954,0.5497314174081448,0.42869874279152814,0.42854201209063447,0.5147553583969415,0.5496604435378692,0.623536762727277,0.44441644196872215,0.48543510675851836,0.5032575691202542,0.6002919614048693,0.5812115409227702,0.6199291838276315,0.572938634839156,0.49651073146327046,0.5854446969596312,0.5659415193996432,0.587297936814944,0.6601186963509358,0.5195183361796342,0.5984730299197075,0.5570481800744097,0.5443036790476968,0.5875817476730801,0.49930381953790914,0.5267360813060726,0.5462237864566619,0.5663525163137403,0.6073567195723172,0.43426352875954416,0.6062811521116585,0.6024564566522961
2015-05-17,0.700468470097684,0.6124796047976918,0.6568632733287512,0.5770404024461412,0.4538257800134281,0.6012399026917468,0.5497306755036785,0.42869880865892757,0.42854353393596195,0.5147562012812799,0.5496612063885375,0.6235356905493611,0.4444164580688826,0.48543485754388127,0.5032554249426004,0.6002912201309153,0.5812122492522301,0.6199294489867974,0.5729379391237338,0.49651175760632915,0.5854455845694423,0.5659423384086278,0.587298593029134,0.6601184166937267,0.5195183350485666,0.5984715782971027,0.5570466599757681,0.5443032727988829,0.5875805694181271,0.49930459100069025,0.5267361354784924,0.5462263488760962,0.5663533596734182,0.6073579025075141,0.4342636261642885,0.6062818714100858,0.602456200846484
2015-05-24,0.7004694162433472,0.6124796320015228,0.6568627527299779,0.5770388629835961,0.4538239941775069,0.6012385455226279,0.5497305635548161,0.4286986446840961,0.4285436637503911,0.5147579589274309,0.5496629994366639,0.6235371194110488,0.44441647816944213,0.4854345193290166,0.5032552398360611,0.6002897116661412,0.581210824248352,0.6199289981076124,0.5729378138766729,0.4965118729540175,0.5854472200802403,0.5659441282667028,0.587300260726575,0.6601190460205922,0.5195183693982126,0.5984714965309389,0.55704558733789,0.5443021560339023,0.5875791941913736,0.4993034086669874,0.5267360569589985,0.5462264116962855,0.566355147689266,0.6073593809072773,0.43426363693083536,0.606281046414314,0.6024566859047441
2015-05-31,0.7004695043580296,0.612479941400834,0.6568629528861054,0.577039018685953,0.45382433723295734,0.6012386509700426,0.5497308339664155,0.4286984735422718,0.4285435622079666,0.5147577285843449,0.5496628067561671,0.6235369692142028,0.4444166749670833,0.4854347039726025,0.5032557884665405,0.6002900364231788,0.5812110791431799,0.6199290803359393,0.5729378386432881,0.4965113239470652,0.5854467976238922,0.5659437801688637,0.58730003965053,0.660119080460617,0.5195184359145295,0.5984719837811581,0.5570459274190269,0.5443023822240021,0.5875793681049494,0.49930325727570013,0.5267356749370031,0.5462260645150278,0.5663549781941716,0.6073592404137327,0.43426361422094734,0.6062811444492949,0.6024568091552551
2015-06-07,0.7004694106027185,0.6124796226914904,0.6568626019279904,0.5770387210433573,0.4538238779111806,0.601238535602674,0.5497305812464358,0.42869866847184546,0.42854368864844367,0.5147581122850857,0.549663130306857,0.623537219442304,0.44441645696943743,0.4854344955972456,0.5032552156049197,0.6002895962976114,0.5812106947526917,0.6199290246927418,0.5729378222692879,0.4965119096879594,0.5854473724019494,0.5659442632769639,0.5873003643786806,0.6601190560331697,0.5195183446363257,0.5984714123511755,0.5570454348023729,0.5443020876753761,0.5875790627049113,0.4993034246237114,0.5267360604701732,0.5462265309095599,0.5663552740296232,0.6073594358958417,0.4342636059909645,0.6062809100553227,0.6024566645269622
