Measures,Total_Mean_Error_Dataset
Train_MAE,0.09594136286538835
Train_MSE,0.0174753962930201
Train_RMSE,0.13066278520322727
Train_MAPE,121.714676224898
Test_MAE,0.11562820643048238
Test_MSE,0.023577144597952127
Test_RMSE,0.15187912648684243
Test_MAPE,114.41610121033449
