Municipality,Temp-Max,Temp-Min,pcp,week,weeknumb,year,NDVI
ALEXANDER,6.357142857,-3.5,0.428571429,4/2/00,14,2000,0.7632
ALEXANDER,2.357142857,-6.071428571,0.714285714,4/9/00,15,2000,0.463
ALEXANDER,2,-8.571428571,0.142857143,4/16/00,16,2000,0.4375
ALEXANDER,13.35714286,-0.285714286,0.714285714,4/23/00,17,2000,0.4048
ALEXANDER,17.64285714,3.928571429,0,4/30/00,18,2000,0.4799
ALEXANDER,19.07142857,6,0.571428571,5/7/00,19,2000,0.555
ALEXANDER,11.07142857,4.071428571,4.714285714,5/14/00,20,2000,0.5971
ALEXANDER,16.14285714,3.714285714,0.571428571,5/21/00,21,2000,0.6663
ALEXANDER,16.78571429,7.5,0.857142857,5/28/00,22,2000,0.7037
ALEXANDER,17,6.071428571,0.571428571,6/4/00,23,2000,0.7507
ALEXANDER,18,9.214285714,7.428571429,6/11/00,24,2000,0.7864
ALEXANDER,15.92857143,8.857142857,8.714285714,6/18/00,25,2000,0.6141
ALEXANDER,20.85714286,12.5,7.142857143,6/25/00,26,2000,0.7256
ALEXANDER,21.21428571,11.85714286,0.857142857,7/2/00,27,2000,0.8371
ALEXANDER,24.64285714,14.71428571,4.285714286,7/9/00,28,2000,0.8521
ALEXANDER,24.92857143,15.5,1.571428571,7/16/00,29,2000,0.8671
ALEXANDER,21.85714286,11.07142857,4,7/23/00,30,2000,0.8738
ALEXANDER,28.64285714,17.71428571,0.714285714,7/30/00,31,2000,0.8188
ALEXANDER,25.92857143,16.78571429,0.285714286,8/6/00,32,2000,0.8204
ALEXANDER,24.78571429,14.78571429,1,8/13/00,33,2000,0.8222
ALEXANDER,21.57142857,12.57142857,1.428571429,8/20/00,34,2000,0.8239
ALEXANDER,25.57142857,14.07142857,0.285714286,8/27/00,35,2000,0.8434
ALEXANDER,17.71428571,9.714285714,5.571428571,9/3/00,36,2000,0.7882
ALEXANDER,2.571428571,-6.214285714,0.428571429,4/1/01,14,2001,0.5134
ALEXANDER,7.785714286,-1.142857143,0.571428571,4/8/01,15,2001,0.5134
ALEXANDER,5.428571429,-2.571428571,0.714285714,4/15/01,16,2001,0.4842
ALEXANDER,7.857142857,-4.642857143,0.142857143,4/22/01,17,2001,0.5088
ALEXANDER,17.28571429,1.714285714,0.428571429,4/29/01,18,2001,0.5335
ALEXANDER,14.92857143,4.285714286,2.142857143,5/6/01,19,2001,0.6029
ALEXANDER,15.92857143,3.357142857,1.285714286,5/13/01,20,2001,0.6685
ALEXANDER,20.71428571,11.07142857,3.142857143,5/20/01,21,2001,0.7342
ALEXANDER,15.35714286,6.428571429,7.571428571,5/27/01,22,2001,0.7715
ALEXANDER,19.57142857,7.714285714,2.714285714,6/3/01,23,2001,0.6207
ALEXANDER,22.71428571,10.57142857,0.142857143,6/10/01,24,2001,0.639
ALEXANDER,18.28571429,11.35714286,2.428571429,6/17/01,25,2001,0.6573
ALEXANDER,22.78571429,11,2.714285714,6/24/01,26,2001,0.8447
ALEXANDER,21.85714286,13.21428571,6.428571429,7/1/01,27,2001,0.8474
ALEXANDER,23.42857143,12.35714286,3.571428571,7/8/01,28,2001,0.8502
ALEXANDER,27,15.5,0.142857143,7/15/01,29,2001,0.8567
ALEXANDER,29.28571429,19.14285714,6.285714286,7/22/01,30,2001,0.8465
ALEXANDER,23.57142857,14.92857143,5.714285714,7/29/01,31,2001,0.856
ALEXANDER,28.78571429,18.57142857,3.142857143,8/5/01,32,2001,0.8494
ALEXANDER,24.92857143,16.28571429,0,8/12/01,33,2001,0.8428
ALEXANDER,23.07142857,13.21428571,2,8/19/01,34,2001,0.8372
ALEXANDER,27.07142857,15.07142857,0.142857143,8/26/01,35,2001,0.8147
ALEXANDER,23,11.92857143,0,9/2/01,36,2001,0.7573
ALEXANDER,-2.428571429,-10.42857143,0.285714286,4/7/02,14,2002,0.4811
ALEXANDER,9.785714286,-3.214285714,0.142857143,4/14/02,15,2002,0.4811
ALEXANDER,7.785714286,-2.357142857,1,4/21/02,16,2002,0.4369
ALEXANDER,6.928571429,-3.714285714,1,4/28/02,17,2002,0.4224
ALEXANDER,6.071428571,-2.214285714,1.285714286,5/5/02,18,2002,0.4079
ALEXANDER,8.642857143,-0.428571429,1.714285714,5/12/02,19,2002,0.4119
ALEXANDER,10.42857143,0.642857143,0,5/19/02,20,2002,0.416
ALEXANDER,15.42857143,3.071428571,1.142857143,5/26/02,21,2002,0.598
ALEXANDER,22.57142857,8.428571429,6.285714286,6/2/02,22,2002,0.707
ALEXANDER,19,9.5,2.428571429,6/9/02,23,2002,0.816
ALEXANDER,18.85714286,9.5,6.142857143,6/16/02,24,2002,0.807
ALEXANDER,24.21428571,13.07142857,3.285714286,6/23/02,25,2002,0.8867
ALEXANDER,28.57142857,18.35714286,1.714285714,6/30/02,26,2002,0.9072
ALEXANDER,24.14285714,14.35714286,3.714285714,7/7/02,27,2002,0.9051
ALEXANDER,27.64285714,16.14285714,0,7/14/02,28,2002,0.8853
ALEXANDER,29.64285714,18.71428571,0.142857143,7/21/02,29,2002,0.8656
ALEXANDER,26.78571429,15.85714286,0.857142857,7/28/02,30,2002,0.7956
ALEXANDER,23.35714286,13.92857143,1,8/4/02,31,2002,0.8044
ALEXANDER,24.21428571,15,2.142857143,8/11/02,32,2002,0.8126
ALEXANDER,20.07142857,12.92857143,5.714285714,8/18/02,33,2002,0.8882
ALEXANDER,25.5,12.14285714,3.285714286,8/25/02,34,2002,0.7838
ALEXANDER,25.21428571,15.92857143,4.571428571,9/1/02,35,2002,0.8045
ALEXANDER,21.85714286,14.28571429,4.142857143,9/8/02,36,2002,0.8252
ALEXANDER,1,-8.142857143,0,4/6/03,14,2003,0.4341
ALEXANDER,13.14285714,0.357142857,0,4/13/03,15,2003,0.4375
ALEXANDER,9.857142857,-1.642857143,1.428571429,4/20/03,16,2003,0.441
ALEXANDER,12.35714286,0.5,2.428571429,4/27/03,17,2003,0.4424
ALEXANDER,12.42857143,-0.285714286,0.285714286,5/4/03,18,2003,0.5741
ALEXANDER,16.35714286,5.071428571,0.285714286,5/11/03,19,2003,0.6044
ALEXANDER,19.78571429,5.857142857,5.857142857,5/18/03,20,2003,0.7184
ALEXANDER,17.64285714,5.428571429,1,5/25/03,21,2003,0.7846
ALEXANDER,21.71428571,8.285714286,0.714285714,6/1/03,22,2003,0.8131
ALEXANDER,20.5,10.78571429,1.714285714,6/8/03,23,2003,0.8375
ALEXANDER,22.57142857,10.92857143,1.857142857,6/15/03,24,2003,0.862
ALEXANDER,26,14.85714286,1.714285714,6/22/03,25,2003,0.8596
ALEXANDER,20.71428571,11.07142857,9.571428571,6/29/03,26,2003,0.8718
ALEXANDER,25.42857143,14.57142857,0.571428571,7/6/03,27,2003,0.8799
ALEXANDER,22.5,13.64285714,2.428571429,7/13/03,28,2003,0.8881
ALEXANDER,24.64285714,13.5,1.714285714,7/20/03,29,2003,0.8556
ALEXANDER,26.71428571,16.14285714,1.857142857,7/27/03,30,2003,0.8726
ALEXANDER,25,16,1.714285714,8/3/03,31,2003,0.8897
ALEXANDER,27.78571429,17.5,1.428571429,8/10/03,32,2003,0.8592
ALEXANDER,30.28571429,17.42857143,0,8/17/03,33,2003,0.8628
ALEXANDER,28.35714286,17.57142857,1.571428571,8/24/03,34,2003,0.8438
ALEXANDER,20.14285714,11.14285714,3.142857143,8/31/03,35,2003,0.8248
ALEXANDER,22.78571429,10.78571429,0.428571429,9/7/03,36,2003,0.7793
ALEXANDER,5.428571429,-5.357142857,0.285714286,4/4/04,14,2004,0.377
ALEXANDER,4.142857143,-4.857142857,0,4/11/04,15,2004,0.4106
ALEXANDER,4.642857143,-3.642857143,1.857142857,4/18/04,16,2004,0.4442
ALEXANDER,8.785714286,-2,0.428571429,4/25/04,17,2004,0.4399
ALEXANDER,8.785714286,-2.142857143,0.285714286,5/2/04,18,2004,0.4368
ALEXANDER,11.5,0.357142857,0.857142857,5/9/04,19,2004,0.4337
ALEXANDER,6.428571429,0,5.142857143,5/16/04,20,2004,0.4442
ALEXANDER,14.35714286,4.285714286,2,5/23/04,21,2004,0.556
ALEXANDER,13.35714286,5,6.428571429,5/30/04,22,2004,0.7515
ALEXANDER,20.14285714,9.142857143,0.857142857,6/6/04,23,2004,0.8027
ALEXANDER,17.28571429,9.357142857,3.428571429,6/13/04,24,2004,0.8539
ALEXANDER,17.85714286,7.928571429,2.857142857,6/20/04,25,2004,0.8473
ALEXANDER,14.57142857,8,3.714285714,6/27/04,26,2004,0.8408
ALEXANDER,21.21428571,11.28571429,1,7/4/04,27,2004,0.896
ALEXANDER,23.07142857,12.78571429,5.714285714,7/11/04,28,2004,0.9
ALEXANDER,24.42857143,14.28571429,2.142857143,7/18/04,29,2004,0.904
ALEXANDER,24.07142857,13.78571429,1.142857143,7/25/04,30,2004,0.8926
ALEXANDER,21.92857143,14.07142857,0.285714286,8/1/04,31,2004,0.8812
ALEXANDER,22.14285714,12.14285714,0,8/8/04,32,2004,0.8705
ALEXANDER,18.78571429,9.428571429,2.142857143,8/15/04,33,2004,0.8614
ALEXANDER,17.42857143,8.642857143,3.142857143,8/22/04,34,2004,0.858
ALEXANDER,18.21428571,10,3.571428571,8/29/04,35,2004,0.8272
ALEXANDER,19.57142857,12.14285714,2.714285714,9/5/04,36,2004,0.7965
ALEXANDER,8.214285714,-1.857142857,0.142857143,4/3/05,14,2005,0.4351
ALEXANDER,14.07142857,2.214285714,3.285714286,4/10/05,15,2005,0.4608
ALEXANDER,14.71428571,3.357142857,1.285714286,4/17/05,16,2005,0.4762
ALEXANDER,11.64285714,0.714285714,0.571428571,4/24/05,17,2005,0.4916
ALEXANDER,3.428571429,-1.5,0.285714286,5/1/05,18,2005,0.484
ALEXANDER,13.64285714,2.642857143,3,5/8/05,19,2005,0.5141
ALEXANDER,8.857142857,1.785714286,1.285714286,5/15/05,20,2005,0.5926
ALEXANDER,18,8.642857143,4.142857143,5/22/05,21,2005,0.7904
ALEXANDER,16.5,8.571428571,3.142857143,5/29/05,22,2005,0.8262
ALEXANDER,20.57142857,12.35714286,10,6/5/05,23,2005,0.862
ALEXANDER,16.57142857,10.5,5.571428571,6/12/05,24,2005,0.9102
ALEXANDER,23.78571429,13.57142857,2,6/19/05,25,2005,0.9018
ALEXANDER,24.71428571,13.5,4,6/26/05,26,2005,0.9005
ALEXANDER,20.92857143,13.14285714,12.57142857,7/3/05,27,2005,0.8993
ALEXANDER,26.07142857,16.14285714,3.142857143,7/10/05,28,2005,0.8977
ALEXANDER,27.64285714,18.14285714,5.428571429,7/17/05,29,2005,0.8962
ALEXANDER,24.14285714,13,0.428571429,7/24/05,30,2005,0.877
ALEXANDER,21.64285714,11.5,0.285714286,7/31/05,31,2005,0.8579
ALEXANDER,28.07142857,15.78571429,0,8/7/05,32,2005,0.8558
ALEXANDER,20.64285714,12.71428571,0.857142857,8/14/05,33,2005,0.8538
ALEXANDER,19.78571429,11.35714286,2.142857143,8/21/05,34,2005,0.846
ALEXANDER,21.64285714,13.07142857,1.428571429,8/28/05,35,2005,0.8606
ALEXANDER,20.28571429,11.78571429,2.428571429,9/4/05,36,2005,0.8753
ALEXANDER,6.5,-1.071428571,0.857142857,4/2/06,14,2006,0.3924
ALEXANDER,8.142857143,-4.357142857,0,4/9/06,15,2006,0.4923
ALEXANDER,16,3.642857143,1.571428571,4/16/06,16,2006,0.5506
ALEXANDER,18.14285714,5,0,4/23/06,17,2006,0.609
ALEXANDER,14.35714286,4.142857143,0.142857143,4/30/06,18,2006,0.7252
ALEXANDER,13.21428571,4.785714286,1.714285714,5/7/06,19,2006,0.7243
ALEXANDER,14.21428571,5.285714286,1.142857143,5/14/06,20,2006,0.7235
ALEXANDER,14.14285714,4.785714286,1,5/21/06,21,2006,0.7779
ALEXANDER,21.64285714,11.64285714,4.142857143,5/28/06,22,2006,0.8177
ALEXANDER,23.07142857,12.64285714,1.142857143,6/4/06,23,2006,0.8258
ALEXANDER,21,11.14285714,0,6/11/06,24,2006,0.8033
ALEXANDER,24.07142857,14.57142857,2.285714286,6/18/06,25,2006,0.8009
ALEXANDER,23.57142857,10.71428571,2.285714286,6/25/06,26,2006,0.8436
ALEXANDER,26,14.85714286,4,7/2/06,27,2006,0.8513
ALEXANDER,25.14285714,13.92857143,0,7/9/06,28,2006,0.8332
ALEXANDER,28.57142857,16.5,8.285714286,7/16/06,29,2006,0.8339
ALEXANDER,26.78571429,15.42857143,1.571428571,7/23/06,30,2006,0.8364
ALEXANDER,25.92857143,15,1,7/30/06,31,2006,0.8389
ALEXANDER,25.85714286,14.92857143,1.571428571,8/6/06,32,2006,0.7978
ALEXANDER,26.14285714,16.21428571,2.571428571,8/13/06,33,2006,0.7697
ALEXANDER,25.28571429,13.14285714,0,8/20/06,34,2006,0.7417
ALEXANDER,23.92857143,12.42857143,1.857142857,8/27/06,35,2006,0.6922
ALEXANDER,22.85714286,11.92857143,0.285714286,9/3/06,36,2006,0.6687
ALEXANDER,4.428571429,-1.785714286,5.142857143,4/1/07,14,2007,0.4726
ALEXANDER,-5.5,-14.64285714,0,4/8/07,15,2007,0.4726
ALEXANDER,7.285714286,-7.142857143,0,4/15/07,16,2007,0.4658
ALEXANDER,15.07142857,1.285714286,0.428571429,4/22/07,17,2007,0.4957
ALEXANDER,17.28571429,1.785714286,0.142857143,4/29/07,18,2007,0.5257
ALEXANDER,16.14285714,6,3.571428571,5/6/07,19,2007,0.588
ALEXANDER,22.5,6.857142857,0,5/13/07,20,2007,0.7692
ALEXANDER,14.85714286,4.714285714,1.571428571,5/20/07,21,2007,0.8255
ALEXANDER,14,6.214285714,10.28571429,5/27/07,22,2007,0.7989
ALEXANDER,19.21428571,10.35714286,4.571428571,6/3/07,23,2007,0.8211
ALEXANDER,17.57142857,8.714285714,5.428571429,6/10/07,24,2007,0.8434
ALEXANDER,24.78571429,15,2.571428571,6/17/07,25,2007,0.854
ALEXANDER,24.07142857,13.5,5.714285714,6/24/07,26,2007,0.8842
ALEXANDER,20.64285714,11.92857143,5,7/1/07,27,2007,0.8826
ALEXANDER,26.14285714,15.71428571,2,7/8/07,28,2007,0.881
ALEXANDER,21.5,11.42857143,2.857142857,7/15/07,29,2007,0.8544
ALEXANDER,26.57142857,13.64285714,0.571428571,7/22/07,30,2007,0.8513
ALEXANDER,31,18.21428571,1.142857143,7/29/07,31,2007,0.8482
ALEXANDER,28,16.71428571,2.428571429,8/5/07,32,2007,0.7605
ALEXANDER,24.57142857,15.57142857,1.285714286,8/12/07,33,2007,0.794
ALEXANDER,21.35714286,11.14285714,1.571428571,8/19/07,34,2007,0.8275
ALEXANDER,21.57142857,12.57142857,2.571428571,8/26/07,35,2007,0.7987
ALEXANDER,22,11.42857143,0.285714286,9/2/07,36,2007,0.7612
ALEXANDER,2.642857143,-10,0.142857143,4/6/08,14,2008,0.4114
ALEXANDER,8.071428571,-5.785714286,0,4/13/08,15,2008,0.4114
ALEXANDER,13.71428571,0.142857143,0,4/20/08,16,2008,0.4326
ALEXANDER,5.142857143,-3.142857143,4,4/27/08,17,2008,0.4539
ALEXANDER,8.785714286,-3.571428571,0,5/4/08,18,2008,0.4553
ALEXANDER,9.785714286,-2.714285714,0,5/11/08,19,2008,0.4825
ALEXANDER,15.28571429,3.357142857,0.857142857,5/18/08,20,2008,0.5097
ALEXANDER,16.57142857,4.214285714,3.142857143,5/25/08,21,2008,0.5552
ALEXANDER,17.92857143,5.642857143,0.571428571,6/1/08,22,2008,0.7738
ALEXANDER,19.57142857,7.571428571,5.285714286,6/8/08,23,2008,0.9144
ALEXANDER,17.21428571,8.928571429,4.428571429,6/15/08,24,2008,0.8295
ALEXANDER,24,11.35714286,0,6/22/08,25,2008,0.8343
ALEXANDER,25.07142857,14.07142857,3.857142857,6/29/08,26,2008,0.8392
ALEXANDER,25.07142857,13.64285714,1.571428571,7/6/08,27,2008,0.8514
ALEXANDER,19.85714286,11.92857143,7.571428571,7/13/08,28,2008,0.8637
ALEXANDER,23.57142857,13.28571429,2.285714286,7/20/08,29,2008,0.8325
ALEXANDER,26.21428571,15.5,3,7/27/08,30,2008,0.8627
ALEXANDER,24.42857143,15.78571429,4.857142857,8/3/08,31,2008,0.8929
ALEXANDER,25.57142857,13.71428571,0,8/10/08,32,2008,0.8688
ALEXANDER,24.78571429,16.28571429,2.428571429,8/17/08,33,2008,0.8656
ALEXANDER,23.71428571,13.71428571,3.428571429,8/24/08,34,2008,0.8656
ALEXANDER,24.28571429,13,1.571428571,8/31/08,35,2008,0.795
ALEXANDER,18.21428571,9.785714286,7.428571429,9/7/08,36,2008,0.322
ALEXANDER,2.428571429,-6.928571429,0.714285714,4/5/09,14,2009,0.3824
ALEXANDER,6.071428571,-5.642857143,0.428571429,4/12/09,15,2009,0.4428
ALEXANDER,10.78571429,1.928571429,0.142857143,4/19/09,16,2009,0.4264
ALEXANDER,9.714285714,-2.071428571,0,4/26/09,17,2009,0.4626
ALEXANDER,10.57142857,-0.714285714,1,5/3/09,18,2009,0.4988
ALEXANDER,13.21428571,1.428571429,0.428571429,5/10/09,19,2009,0.5058
ALEXANDER,11.21428571,-0.714285714,6.428571429,5/17/09,20,2009,0.5284
ALEXANDER,13.92857143,1.785714286,1.714285714,5/24/09,21,2009,0.6083
ALEXANDER,15.28571429,4.571428571,2,5/31/09,22,2009,0.6882
ALEXANDER,14.64285714,4.714285714,1.857142857,6/7/09,23,2009,0.7673
ALEXANDER,17.28571429,6.571428571,3.142857143,6/14/09,24,2009,0.8778
ALEXANDER,27,14.21428571,0.142857143,6/21/09,25,2009,0.8802
ALEXANDER,22.21428571,14,14.57142857,6/28/09,26,2009,0.861
ALEXANDER,21.28571429,10.14285714,0.285714286,7/5/09,27,2009,0.8573
ALEXANDER,21.71428571,10.78571429,3,7/12/09,28,2009,0.8268
ALEXANDER,19.42857143,10.07142857,7.285714286,7/19/09,29,2009,0.8659
ALEXANDER,24.14285714,15.07142857,1.714285714,7/26/09,30,2009,0.905
ALEXANDER,19.92857143,12,4.571428571,8/2/09,31,2009,0.8565
ALEXANDER,20.85714286,13.28571429,2.571428571,8/9/09,32,2009,0.8439
ALEXANDER,25.35714286,16.21428571,6.142857143,8/16/09,33,2009,0.8512
ALEXANDER,20.64285714,12.5,4,8/23/09,34,2009,0.821
ALEXANDER,21.42857143,12.28571429,3.428571429,8/30/09,35,2009,0.4107
ALEXANDER,25.42857143,14.71428571,0,9/6/09,36,2009,0.4019
ALEXANDER,12,1.642857143,2.714285714,4/4/10,14,2010,0.4285
ALEXANDER,10,-2.142857143,0,4/11/10,15,2010,0.4552
ALEXANDER,15.14285714,1.642857143,0,4/18/10,16,2010,0.5349
ALEXANDER,17.28571429,2.857142857,0,4/25/10,17,2010,0.6113
ALEXANDER,14.64285714,6.071428571,5.142857143,5/2/10,18,2010,0.6297
ALEXANDER,10.07142857,0.571428571,1.571428571,5/9/10,19,2010,0.6769
ALEXANDER,17.71428571,5.642857143,0.571428571,5/16/10,20,2010,0.715
ALEXANDER,25.21428571,11.71428571,1.714285714,5/23/10,21,2010,0.7531
ALEXANDER,18.42857143,9.785714286,10.28571429,5/30/10,22,2010,0.8203
ALEXANDER,19.57142857,9.714285714,4.142857143,6/6/10,23,2010,0.8875
ALEXANDER,17.92857143,10.78571429,2.714285714,6/13/10,24,2010,0.8945
ALEXANDER,23.07142857,12.64285714,4.714285714,6/20/10,25,2010,0.9015
ALEXANDER,23.07142857,13.71428571,6.571428571,6/27/10,26,2010,0.8423
ALEXANDER,24.28571429,14.57142857,2.571428571,7/4/10,27,2010,0.8215
ALEXANDER,24.35714286,14.5,1.714285714,7/11/10,28,2010,0.8007
ALEXANDER,24.07142857,14.07142857,3,7/18/10,29,2010,0.8097
ALEXANDER,25.71428571,14.92857143,1,7/25/10,30,2010,0.8553
ALEXANDER,27,16.78571429,4.571428571,8/1/10,31,2010,0.8205
ALEXANDER,26.07142857,15.28571429,5.142857143,8/8/10,32,2010,0.8093
ALEXANDER,25.42857143,17,4.714285714,8/15/10,33,2010,0.7526
ALEXANDER,21.85714286,11.14285714,2,8/22/10,34,2010,0.7363
ALEXANDER,24.42857143,14,2.428571429,8/29/10,35,2010,0.4239
ALEXANDER,19.42857143,10.35714286,13.57142857,9/5/10,36,2010,0.3864
ALEXANDER,4.071428571,-7.142857143,1.142857143,4/3/11,14,2011,0.4147
ALEXANDER,7.857142857,-2.357142857,0.428571429,4/10/11,15,2011,0.443
ALEXANDER,6.285714286,-4.142857143,0.428571429,4/17/11,16,2011,0.4831
ALEXANDER,9.285714286,-2.142857143,0,4/24/11,17,2011,0.5096
ALEXANDER,12.64285714,0.142857143,3.142857143,5/1/11,18,2011,0.6626
ALEXANDER,14.92857143,2.357142857,0.571428571,5/8/11,19,2011,0.8091
ALEXANDER,14.14285714,4.214285714,0.714285714,5/15/11,20,2011,0.7786
ALEXANDER,22.42857143,9.142857143,2.142857143,5/22/11,21,2011,0.8135
ALEXANDER,14.35714286,4.571428571,0.714285714,5/29/11,22,2011,0.8484
ALEXANDER,17.78571429,7.928571429,5.571428571,6/5/11,23,2011,0.8604
ALEXANDER,20.07142857,7.857142857,2.571428571,6/12/11,24,2011,0.8837
ALEXANDER,22.42857143,14.71428571,3.714285714,6/19/11,25,2011,0.907
ALEXANDER,24.57142857,14.07142857,3.142857143,6/26/11,26,2011,0.8746
ALEXANDER,25.71428571,14.71428571,0,7/3/11,27,2011,0.8422
ALEXANDER,27.21428571,15.35714286,3.285714286,7/10/11,28,2011,0.8428
ALEXANDER,26.92857143,15.5,0,7/17/11,29,2011,0.8382
ALEXANDER,27.14285714,16.14285714,0.285714286,7/24/11,30,2011,0.8336
ALEXANDER,26.5,15.5,0,7/31/11,31,2011,0.8187
ALEXANDER,27.71428571,14.5,0.285714286,8/7/11,32,2011,0.8104
ALEXANDER,26.78571429,13.92857143,0.285714286,8/14/11,33,2011,0.8022
ALEXANDER,25.21428571,13.07142857,1.571428571,8/21/11,34,2011,0.6793
ALEXANDER,28.21428571,14.07142857,0,8/28/11,35,2011,0.3861
ALEXANDER,22.21428571,13.64285714,4.714285714,9/4/11,36,2011,0.4524
ALEXANDER,7.785714286,-1.214285714,3.571428571,4/1/12,14,2012,0.4148
ALEXANDER,11.57142857,-0.5,0.428571429,4/8/12,15,2012,0.4711
ALEXANDER,7.357142857,-2.857142857,1,4/15/12,16,2012,0.5274
ALEXANDER,9.071428571,-2.285714286,0,4/22/12,17,2012,0.5869
ALEXANDER,12.71428571,1.214285714,0.857142857,4/29/12,18,2012,0.6364
ALEXANDER,14.35714286,5.5,1.571428571,5/6/12,19,2012,0.7456
ALEXANDER,19.14285714,6.928571429,1.714285714,5/13/12,20,2012,0.7778
ALEXANDER,20,6.142857143,4.428571429,5/20/12,21,2012,0.8751
ALEXANDER,16.42857143,7.357142857,5.285714286,5/27/12,22,2012,0.843
ALEXANDER,19.57142857,6.5,1,6/3/12,23,2012,0.811
ALEXANDER,24.92857143,13.57142857,4.857142857,6/10/12,24,2012,0.8042
ALEXANDER,20.42857143,11.07142857,8.571428571,6/17/12,25,2012,0.8293
ALEXANDER,21.35714286,11.28571429,1.285714286,6/24/12,26,2012,0.876
ALEXANDER,28,15.57142857,0.285714286,7/1/12,27,2012,0.8558
ALEXANDER,28.42857143,16.07142857,0.428571429,7/8/12,28,2012,0.8269
ALEXANDER,29.07142857,16.5,3.571428571,7/15/12,29,2012,0.8319
ALEXANDER,27.92857143,16.5,2.142857143,7/22/12,30,2012,0.8603
ALEXANDER,28.14285714,16.14285714,8,7/29/12,31,2012,0.8272
ALEXANDER,25.07142857,14.92857143,5.142857143,8/5/12,32,2012,0.8042
ALEXANDER,25.57142857,13.78571429,0.571428571,8/12/12,33,2012,0.7812
ALEXANDER,22.07142857,10.35714286,3.428571429,8/19/12,34,2012,0.7565
ALEXANDER,27.07142857,14.71428571,1,8/26/12,35,2012,0.0078
ALEXANDER,27.07142857,14.35714286,0.285714286,9/2/12,36,2012,0.0775
ALEXANDER,1,-12.14285714,0,4/7/13,14,2013,0.3716
ALEXANDER,3.714285714,-9.571428571,0,4/14/13,15,2013,0.4069
ALEXANDER,3.857142857,-5,0,4/21/13,16,2013,0.4423
ALEXANDER,9.071428571,-2.571428571,0,4/28/13,17,2013,0.4419
ALEXANDER,8.071428571,-4.071428571,3.714285714,5/5/13,18,2013,0.4786
ALEXANDER,13.57142857,0.642857143,0,5/12/13,19,2013,0.5639
ALEXANDER,18.78571429,5.5,0.142857143,5/19/13,20,2013,0.733
ALEXANDER,18,6.642857143,0.285714286,5/26/13,21,2013,0.811
ALEXANDER,15.92857143,9.071428571,4.142857143,6/2/13,22,2013,0.8212
ALEXANDER,22.28571429,8.214285714,0.571428571,6/9/13,23,2013,0.827
ALEXANDER,22.85714286,11.64285714,1.714285714,6/16/13,24,2013,0.8329
ALEXANDER,23.78571429,14.14285714,2.142857143,6/23/13,25,2013,0.828
ALEXANDER,25.64285714,14.92857143,1.857142857,6/30/13,26,2013,0.9321
ALEXANDER,28.64285714,17,0.428571429,7/7/13,27,2013,0.8928
ALEXANDER,26.14285714,15.42857143,1.142857143,7/14/13,28,2013,0.8536
ALEXANDER,25.14285714,13.35714286,3,7/21/13,29,2013,0.8322
ALEXANDER,21.35714286,11.07142857,4.285714286,7/28/13,30,2013,0.8297
ALEXANDER,22.5,11.64285714,1,8/4/13,31,2013,0.8273
ALEXANDER,21.28571429,10.64285714,1.428571429,8/11/13,32,2013,0.8192
ALEXANDER,25.57142857,12.28571429,0.142857143,8/18/13,33,2013,0.8329
ALEXANDER,28.71428571,15.85714286,2.285714286,8/25/13,34,2013,0.773
ALEXANDER,28.35714286,15.92857143,2.285714286,9/1/13,35,2013,0.0471
ALEXANDER,25.28571429,11.28571429,0,9/8/13,36,2013,0.0452
ALEXANDER,2,-10.92857143,0.285714286,4/6/14,14,2014,0.3072
ALEXANDER,5,-4.357142857,1.285714286,4/13/14,15,2014,0.408
ALEXANDER,2.714285714,-11.57142857,1.571428571,4/20/14,16,2014,0.4347
ALEXANDER,9.071428571,-1.357142857,2.142857143,4/27/14,17,2014,0.4615
ALEXANDER,8.357142857,0.642857143,1.142857143,5/4/14,18,2014,0.5212
ALEXANDER,14.42857143,1.928571429,1.142857143,5/11/14,19,2014,0.581
ALEXANDER,11.92857143,0.142857143,3.142857143,5/18/14,20,2014,0.5905
ALEXANDER,18.78571429,8.214285714,4,5/25/14,21,2014,0.6
ALEXANDER,25.35714286,10.78571429,0,6/1/14,22,2014,0.8424
ALEXANDER,21.78571429,9,0.571428571,6/8/14,23,2014,0.8468
ALEXANDER,19.35714286,9.714285714,6.714285714,6/15/14,24,2014,0.8283
ALEXANDER,22.64285714,12.64285714,4,6/22/14,25,2014,0.8259
ALEXANDER,24.21428571,15,8.142857143,6/29/14,26,2014,0.8235
ALEXANDER,23.14285714,12.71428571,5,7/6/14,27,2014,0.8177
ALEXANDER,22.64285714,12.64285714,2.428571429,7/13/14,28,2014,0.812
ALEXANDER,24.92857143,13.42857143,0.857142857,7/20/14,29,2014,0.8293
ALEXANDER,24.92857143,14,0,7/27/14,30,2014,0.8467
ALEXANDER,26.5,13.57142857,1,8/3/14,31,2014,0.8426
ALEXANDER,26.92857143,16.64285714,0.571428571,8/10/14,32,2014,0.8385
ALEXANDER,26,13.5,0.285714286,8/17/14,33,2014,0.819
ALEXANDER,23.78571429,15.78571429,4.714285714,8/24/14,34,2014,0.819
ALEXANDER,20.35714286,10.78571429,3.857142857,8/31/14,35,2014,0.4119
ALEXANDER,21.21428571,9.928571429,6.571428571,9/7/14,36,2014,0.4108
ALEXANDER,4.071428571,-7.214285714,0,4/5/15,14,2015,0.4425
ALEXANDER,10.57142857,-3.071428571,0.285714286,4/12/15,15,2015,0.3212
