Municipality,Temp-Max,Temp-Min,pcp,week,weeknumb,year,NDVI
LA BROQUERIE,29.85714286,15.92857143,2,8/24/03,34,2003,0.6749
LA BROQUERIE,21.92857143,8.571428571,7.571428571,8/31/03,35,2003,0.7306
LA BROQUERIE,24.85714286,9.428571429,1.285714286,9/7/03,36,2003,0.8483
LA BROQUERIE,6.928571429,-4.142857143,0.142857143,4/4/04,14,2004,0.8058
LA BROQUERIE,6.857142857,-3.5,1.857142857,4/11/04,15,2004,0.7916
LA BROQUERIE,7.285714286,-1.785714286,3,4/18/04,16,2004,0.7737
LA BROQUERIE,11.42857143,-1.571428571,1.142857143,4/25/04,17,2004,0.7559
LA BROQUERIE,12.21428571,-2.214285714,0,5/2/04,18,2004,0.7442
LA BROQUERIE,15.85714286,0.785714286,1.428571429,5/9/04,19,2004,0.7373
LA BROQUERIE,7.714285714,-0.785714286,8,5/16/04,20,2004,0.7643
LA BROQUERIE,16.35714286,4.285714286,1.714285714,5/23/04,21,2004,0.6388
LA BROQUERIE,15.28571429,5.428571429,10,5/30/04,22,2004,0.653
LA BROQUERIE,21.57142857,9.5,5.714285714,6/6/04,23,2004,0.6672
LA BROQUERIE,19.28571429,9.857142857,0.857142857,6/13/04,24,2004,0.7051
LA BROQUERIE,19.64285714,7.214285714,2.857142857,6/20/04,25,2004,0.7431
LA BROQUERIE,16.57142857,5.071428571,2.285714286,6/27/04,26,2004,0.5828
LA BROQUERIE,23.35714286,11,2.285714286,7/4/04,27,2004,0.5828
LA BROQUERIE,23.71428571,11.64285714,4,7/11/04,28,2004,0.6288
LA BROQUERIE,26.07142857,13.35714286,0.857142857,7/18/04,29,2004,0.6748
LA BROQUERIE,25.35714286,11.71428571,1.714285714,7/25/04,30,2004,0.52
LA BROQUERIE,22.71428571,12.14285714,5.285714286,8/1/04,31,2004,0.6236
LA BROQUERIE,22.57142857,10.71428571,5.714285714,8/8/04,32,2004,0.7272
LA BROQUERIE,18.71428571,7.285714286,0.857142857,8/15/04,33,2004,0.8129
LA BROQUERIE,18.57142857,6,1.714285714,8/22/04,34,2004,0.6504
LA BROQUERIE,19.64285714,8.5,7.714285714,8/29/04,35,2004,0.7127
LA BROQUERIE,21.35714286,12.14285714,4.285714286,9/5/04,36,2004,0.775
LA BROQUERIE,8.642857143,-1.857142857,0,4/3/05,14,2005,0.7718
LA BROQUERIE,16.71428571,3,0.714285714,4/10/05,15,2005,0.7687
LA BROQUERIE,16.28571429,3.785714286,1.857142857,4/17/05,16,2005,0.6795
LA BROQUERIE,15.14285714,0.5,0.285714286,4/24/05,17,2005,0.6333
LA BROQUERIE,4.428571429,-1.857142857,0,5/1/05,18,2005,0.5871
LA BROQUERIE,16.64285714,1.5,2.714285714,5/8/05,19,2005,0.5712
LA BROQUERIE,10.21428571,1.285714286,3.428571429,5/15/05,20,2005,0.5742
LA BROQUERIE,19.92857143,9,5.285714286,5/22/05,21,2005,0.5773
LA BROQUERIE,16.35714286,7.071428571,2.142857143,5/29/05,22,2005,0.7935
LA BROQUERIE,21.64285714,12.5,4.714285714,6/5/05,23,2005,0.7169
LA BROQUERIE,18.85714286,10.64285714,6.142857143,6/12/05,24,2005,0.7017
LA BROQUERIE,24,13.07142857,2.714285714,6/19/05,25,2005,0.6193
LA BROQUERIE,26.5,13.42857143,5.142857143,6/26/05,26,2005,0.2531
LA BROQUERIE,21.92857143,13.14285714,13.71428571,7/3/05,27,2005,0.3021
LA BROQUERIE,26.5,15.92857143,4,7/10/05,28,2005,0.3269
LA BROQUERIE,28.85714286,17.64285714,2.571428571,7/17/05,29,2005,0.3591
LA BROQUERIE,25.42857143,12.64285714,0.285714286,7/24/05,30,2005,0.4756
LA BROQUERIE,23.5,11.14285714,5.428571429,7/31/05,31,2005,0.4957
LA BROQUERIE,29.28571429,14.64285714,0,8/7/05,32,2005,0.8228
LA BROQUERIE,22.42857143,11,0.428571429,8/14/05,33,2005,0.7867
LA BROQUERIE,21.14285714,11.21428571,2.142857143,8/21/05,34,2005,0.7068
LA BROQUERIE,22.21428571,11.35714286,1.714285714,8/28/05,35,2005,0.7767
LA BROQUERIE,22,9.928571429,0.714285714,9/4/05,36,2005,0.8466
LA BROQUERIE,5.214285714,-1.357142857,2,4/2/06,14,2006,0.8421
LA BROQUERIE,9.357142857,-3.142857143,0,4/9/06,15,2006,0.8377
LA BROQUERIE,19.07142857,4.857142857,0,4/16/06,16,2006,0.7804
LA BROQUERIE,19.07142857,5.071428571,0.285714286,4/23/06,17,2006,0.7749
LA BROQUERIE,16.28571429,3.857142857,1.142857143,4/30/06,18,2006,0.7695
LA BROQUERIE,14.5,3.785714286,2.714285714,5/7/06,19,2006,0.7426
LA BROQUERIE,15.14285714,4.928571429,2.857142857,5/14/06,20,2006,0.691
LA BROQUERIE,16.71428571,4.214285714,0.571428571,5/21/06,21,2006,0.6897
LA BROQUERIE,24.64285714,11.21428571,1.428571429,5/28/06,22,2006,0.6884
LA BROQUERIE,25.35714286,11.28571429,2,6/4/06,23,2006,0.7186
LA BROQUERIE,21.85714286,10,1.142857143,6/11/06,24,2006,0.7079
LA BROQUERIE,25.35714286,13.35714286,3.285714286,6/18/06,25,2006,0.6972
LA BROQUERIE,24.71428571,9.785714286,2.142857143,6/25/06,26,2006,0.267
LA BROQUERIE,27.14285714,12.57142857,0.571428571,7/2/06,27,2006,0.3096
LA BROQUERIE,26.64285714,12.42857143,0.285714286,7/9/06,28,2006,0.314
LA BROQUERIE,31.07142857,15.21428571,2.428571429,7/16/06,29,2006,0.3163
LA BROQUERIE,28.85714286,13.57142857,0,7/23/06,30,2006,0.3491
LA BROQUERIE,28.57142857,13.78571429,0,7/30/06,31,2006,0.3963
LA BROQUERIE,27,13.42857143,3,8/6/06,32,2006,0.5989
LA BROQUERIE,26.28571429,14.35714286,3.857142857,8/13/06,33,2006,0.5598
LA BROQUERIE,25.57142857,11.14285714,3.714285714,8/20/06,34,2006,0.5558
LA BROQUERIE,25.71428571,10.71428571,2.285714286,8/27/06,35,2006,0.7461
LA BROQUERIE,23.71428571,10,0,9/3/06,36,2006,0.7349
LA BROQUERIE,5.357142857,-1.357142857,5.571428571,4/1/07,14,2007,0.7722
LA BROQUERIE,-4.071428571,-12.28571429,0,4/8/07,15,2007,0.8096
LA BROQUERIE,8.642857143,-5.5,0,4/15/07,16,2007,0.8061
LA BROQUERIE,17.64285714,1.928571429,0.714285714,4/22/07,17,2007,0.8026
LA BROQUERIE,19.42857143,2.428571429,0,4/29/07,18,2007,0.7935
LA BROQUERIE,17.78571429,6,3.142857143,5/6/07,19,2007,0.7845
LA BROQUERIE,22.5,7.285714286,0,5/13/07,20,2007,0.7217
LA BROQUERIE,17,4.357142857,0.857142857,5/20/07,21,2007,0.6865
LA BROQUERIE,16.07142857,5.857142857,10.14285714,5/27/07,22,2007,0.714
LA BROQUERIE,22.42857143,10.92857143,2.142857143,6/3/07,23,2007,0.7342
LA BROQUERIE,20.28571429,8.357142857,7.285714286,6/10/07,24,2007,0.695
LA BROQUERIE,25.28571429,15.35714286,5.714285714,6/17/07,25,2007,0.3098
LA BROQUERIE,25.07142857,13.57142857,5.428571429,6/24/07,26,2007,0.3098
LA BROQUERIE,22.21428571,12.57142857,4.714285714,7/1/07,27,2007,0.3587
LA BROQUERIE,27.71428571,15.42857143,0,7/8/07,28,2007,0.3773
LA BROQUERIE,22.21428571,10.78571429,5.285714286,7/15/07,29,2007,0.3959
LA BROQUERIE,27.14285714,12.57142857,0,7/22/07,30,2007,0.5437
LA BROQUERIE,31.07142857,17.14285714,1,7/29/07,31,2007,0.6234
LA BROQUERIE,28.71428571,15.71428571,1.285714286,8/5/07,32,2007,0.6297
LA BROQUERIE,25,13.42857143,6.857142857,8/12/07,33,2007,0.6361
LA BROQUERIE,22.78571429,9,2.142857143,8/19/07,34,2007,0.6672
LA BROQUERIE,22.35714286,11,1.714285714,8/26/07,35,2007,0.6984
LA BROQUERIE,23.5,9.928571429,0.428571429,9/2/07,36,2007,0.7266
LA BROQUERIE,4.214285714,-6.785714286,0,4/6/08,14,2008,0.7861
LA BROQUERIE,8.428571429,-4.357142857,0,4/13/08,15,2008,0.7792
LA BROQUERIE,16.28571429,0.357142857,0,4/20/08,16,2008,0.7773
LA BROQUERIE,6.071428571,-3.071428571,6.428571429,4/27/08,17,2008,0.7755
LA BROQUERIE,11.28571429,-3.428571429,0.428571429,5/4/08,18,2008,0.7728
LA BROQUERIE,12.78571429,-2.785714286,0,5/11/08,19,2008,0.7452
LA BROQUERIE,17.21428571,2.857142857,4.142857143,5/18/08,20,2008,0.7037
LA BROQUERIE,18.35714286,3.642857143,1.428571429,5/25/08,21,2008,0.7185
LA BROQUERIE,19.35714286,4.571428571,0.285714286,6/1/08,22,2008,0.7144
LA BROQUERIE,20.14285714,6.5,8.285714286,6/8/08,23,2008,0.6968
LA BROQUERIE,17.85714286,8.142857143,5.285714286,6/15/08,24,2008,0.4244
LA BROQUERIE,24.5,9.071428571,0,6/22/08,25,2008,0.4182
LA BROQUERIE,25.5,12.57142857,4.571428571,6/29/08,26,2008,0.4121
LA BROQUERIE,25.85714286,11.78571429,0,7/6/08,27,2008,0.595
LA BROQUERIE,21.14285714,11.42857143,6.142857143,7/13/08,28,2008,0.6071
LA BROQUERIE,24.14285714,11.42857143,1.571428571,7/20/08,29,2008,0.6995
LA BROQUERIE,26.21428571,13.64285714,0.571428571,7/27/08,30,2008,0.7016
LA BROQUERIE,25.14285714,13.57142857,3.857142857,8/3/08,31,2008,0.7038
LA BROQUERIE,25.85714286,11.28571429,0.571428571,8/10/08,32,2008,0.7786
LA BROQUERIE,25.71428571,14.21428571,6,8/17/08,33,2008,0.8166
LA BROQUERIE,24.64285714,12.5,3.857142857,8/24/08,34,2008,0.785
LA BROQUERIE,25.35714286,11.14285714,1.571428571,8/31/08,35,2008,0.7535
LA BROQUERIE,18.42857143,8.142857143,4.857142857,9/7/08,36,2008,0.7485
LA BROQUERIE,1.142857143,-5.642857143,1.857142857,4/5/09,14,2009,0.7438
LA BROQUERIE,5.857142857,-4.357142857,1.571428571,4/12/09,15,2009,0.7391
LA BROQUERIE,11.5,2.285714286,0.142857143,4/19/09,16,2009,0.7237
LA BROQUERIE,11,-1.285714286,1.714285714,4/26/09,17,2009,0.7198
LA BROQUERIE,11.42857143,0.142857143,2.285714286,5/3/09,18,2009,0.7327
LA BROQUERIE,13.57142857,1.642857143,0.714285714,5/10/09,19,2009,0.6554
LA BROQUERIE,13.07142857,0,7,5/17/09,20,2009,0.6977
LA BROQUERIE,15.71428571,1.857142857,1.285714286,5/24/09,21,2009,0.7401
LA BROQUERIE,16.64285714,5.071428571,5.857142857,5/31/09,22,2009,0.7065
LA BROQUERIE,16.5,3.714285714,1.285714286,6/7/09,23,2009,0.6729
LA BROQUERIE,18.42857143,6.142857143,3.142857143,6/14/09,24,2009,0.3119
LA BROQUERIE,27.28571429,13.42857143,0.285714286,6/21/09,25,2009,0.3193
LA BROQUERIE,25.07142857,13.71428571,10.14285714,6/28/09,26,2009,0.3267
LA BROQUERIE,22.5,9.285714286,0,7/5/09,27,2009,0.3487
LA BROQUERIE,23,9.571428571,1.857142857,7/12/09,28,2009,0.5725
LA BROQUERIE,20.42857143,9.285714286,6.142857143,7/19/09,29,2009,0.5975
LA BROQUERIE,24.71428571,13.14285714,0.571428571,7/26/09,30,2009,0.6226
LA BROQUERIE,20.64285714,11.07142857,4.714285714,8/2/09,31,2009,0.6641
LA BROQUERIE,21.5,11.28571429,2.142857143,8/9/09,32,2009,0.7477
LA BROQUERIE,26.71428571,15.21428571,8.285714286,8/16/09,33,2009,0.7917
LA BROQUERIE,21.35714286,10.92857143,2.285714286,8/23/09,34,2009,0.8164
LA BROQUERIE,22.28571429,10.35714286,0.142857143,8/30/09,35,2009,0.7531
LA BROQUERIE,25.57142857,11.28571429,0,9/6/09,36,2009,0.8017
LA BROQUERIE,13.71428571,1.857142857,2.571428571,4/4/10,14,2010,0.8503
LA BROQUERIE,11.78571429,-2.571428571,0,4/11/10,15,2010,0.7906
LA BROQUERIE,16.64285714,1.928571429,0,4/18/10,16,2010,0.7472
LA BROQUERIE,19.5,1.714285714,0,4/25/10,17,2010,0.7491
LA BROQUERIE,15.07142857,4.5,5.571428571,5/2/10,18,2010,0.751
LA BROQUERIE,9.928571429,-0.071428571,2.857142857,5/9/10,19,2010,0.6251
LA BROQUERIE,17.21428571,5.285714286,2.142857143,5/16/10,20,2010,0.5507
LA BROQUERIE,26,10.5,1.857142857,5/23/10,21,2010,0.5508
LA BROQUERIE,20.5,10.07142857,16.14285714,5/30/10,22,2010,0.551
LA BROQUERIE,20.35714286,8.785714286,4.142857143,6/6/10,23,2010,0.5266
LA BROQUERIE,18.07142857,10.5,3.428571429,6/13/10,24,2010,0.3938
LA BROQUERIE,22.78571429,12.07142857,3.428571429,6/20/10,25,2010,0.506
LA BROQUERIE,24.42857143,13.85714286,5.428571429,6/27/10,26,2010,0.5341
LA BROQUERIE,25.64285714,14.35714286,1.714285714,7/4/10,27,2010,0.5622
LA BROQUERIE,25.42857143,12.92857143,1.142857143,7/11/10,28,2010,0.6237
LA BROQUERIE,24.64285714,12.35714286,5.714285714,7/18/10,29,2010,0.6359
LA BROQUERIE,25.85714286,13.21428571,3.142857143,7/25/10,30,2010,0.6482
LA BROQUERIE,26.71428571,14.57142857,2,8/1/10,31,2010,0.7205
LA BROQUERIE,26.35714286,13.5,2.285714286,8/8/10,32,2010,0.7325
LA BROQUERIE,26.64285714,15.64285714,4,8/15/10,33,2010,0.7085
LA BROQUERIE,23.78571429,9.285714286,0,8/22/10,34,2010,0.6845
LA BROQUERIE,25.42857143,12.92857143,1,8/29/10,35,2010,0.6425
LA BROQUERIE,19.78571429,9.071428571,6.571428571,9/5/10,36,2010,0.6005
LA BROQUERIE,4.357142857,-5.357142857,3.428571429,4/3/11,14,2011,0.5891
LA BROQUERIE,8.285714286,-1.142857143,2.714285714,4/10/11,15,2011,0.5567
LA BROQUERIE,7,-2.785714286,1.142857143,4/17/11,16,2011,0.5244
LA BROQUERIE,9.642857143,-1.071428571,0.714285714,4/24/11,17,2011,0.5253
LA BROQUERIE,14.5,0.571428571,3.285714286,5/1/11,18,2011,0.6913
LA BROQUERIE,16,2.785714286,2,5/8/11,19,2011,0.7144
LA BROQUERIE,14,5.214285714,0.714285714,5/15/11,20,2011,0.726
LA BROQUERIE,22.5,8.142857143,3.857142857,5/22/11,21,2011,0.7024
LA BROQUERIE,15.35714286,4.071428571,1.428571429,5/29/11,22,2011,0.6837
LA BROQUERIE,19.42857143,8.571428571,5.142857143,6/5/11,23,2011,0.6837
LA BROQUERIE,20.21428571,7.071428571,0.714285714,6/12/11,24,2011,-0.0135
LA BROQUERIE,23.21428571,13.21428571,2,6/19/11,25,2011,-0.0094
LA BROQUERIE,22.21428571,12.35714286,4.571428571,6/26/11,26,2011,0.2943
LA BROQUERIE,25.92857143,13,0.142857143,7/3/11,27,2011,0.3264
LA BROQUERIE,27.92857143,14,2.857142857,7/10/11,28,2011,0.3742
LA BROQUERIE,26.78571429,13.71428571,0.857142857,7/17/11,29,2011,0.4999
LA BROQUERIE,27.35714286,15,0.285714286,7/24/11,30,2011,0.538
LA BROQUERIE,27,13.42857143,0.428571429,7/31/11,31,2011,0.6477
LA BROQUERIE,27.28571429,13.5,1.285714286,8/7/11,32,2011,0.6689
LA BROQUERIE,26,12.07142857,1,8/14/11,33,2011,0.7287
LA BROQUERIE,25.5,10.71428571,2.285714286,8/21/11,34,2011,0.7345
LA BROQUERIE,28,12.07142857,0,8/28/11,35,2011,0.7403
LA BROQUERIE,23,12.64285714,4,9/4/11,36,2011,0.7615
LA BROQUERIE,9.428571429,-0.571428571,1.857142857,4/1/12,14,2012,0.716
LA BROQUERIE,13.85714286,-0.642857143,0,4/8/12,15,2012,0.6705
LA BROQUERIE,9.142857143,-3.214285714,2.428571429,4/15/12,16,2012,0.6664
LA BROQUERIE,9.857142857,-2.857142857,0.714285714,4/22/12,17,2012,0.6623
LA BROQUERIE,15.42857143,0.857142857,0.428571429,4/29/12,18,2012,0.7861
LA BROQUERIE,17.14285714,5.714285714,1.571428571,5/6/12,19,2012,0.7502
LA BROQUERIE,20.28571429,6.142857143,1.285714286,5/13/12,20,2012,0.7143
LA BROQUERIE,22.07142857,5.571428571,0.571428571,5/20/12,21,2012,0.7213
LA BROQUERIE,17.57142857,6.5,2.428571429,5/27/12,22,2012,0.7283
LA BROQUERIE,19.57142857,5.357142857,1.428571429,6/3/12,23,2012,0.6287
LA BROQUERIE,26.57142857,12.35714286,2.857142857,6/10/12,24,2012,0.0792
LA BROQUERIE,22.07142857,10.14285714,4.857142857,6/17/12,25,2012,0.2238
LA BROQUERIE,21.85714286,10,1.285714286,6/24/12,26,2012,0.2888
LA BROQUERIE,28.5,13.57142857,0.142857143,7/1/12,27,2012,0.3726
LA BROQUERIE,28.57142857,15.21428571,1.428571429,7/8/12,28,2012,0.3957
LA BROQUERIE,29.14285714,15.85714286,0,7/15/12,29,2012,0.4966
LA BROQUERIE,28.21428571,15.21428571,2.142857143,7/22/12,30,2012,0.631
LA BROQUERIE,28.64285714,13.85714286,12.28571429,7/29/12,31,2012,0.6721
LA BROQUERIE,26.64285714,13.14285714,5,8/5/12,32,2012,0.6636
LA BROQUERIE,25.92857143,11.28571429,0,8/12/12,33,2012,0.7227
LA BROQUERIE,22.92857143,8.071428571,2,8/19/12,34,2012,0.7289
LA BROQUERIE,27.85714286,12,1.857142857,8/26/12,35,2012,0.6059
LA BROQUERIE,28,12.21428571,0,9/2/12,36,2012,0.6351
LA BROQUERIE,-0.071428571,-11.28571429,0.142857143,4/7/13,14,2013,0.6644
LA BROQUERIE,1.285714286,-9.642857143,0,4/14/13,15,2013,0.664
LA BROQUERIE,2.428571429,-5.071428571,1.142857143,4/21/13,16,2013,0.6637
LA BROQUERIE,9.071428571,-2.928571429,0.285714286,4/28/13,17,2013,0.7353
LA BROQUERIE,9.285714286,-2.571428571,3.857142857,5/5/13,18,2013,0.7465
LA BROQUERIE,16.35714286,0.5,0,5/12/13,19,2013,0.7406
LA BROQUERIE,20.78571429,7.214285714,1.857142857,5/19/13,20,2013,0.7348
LA BROQUERIE,18.21428571,6.285714286,7,5/26/13,21,2013,0.7883
LA BROQUERIE,18.5,9.5,4.142857143,6/2/13,22,2013,0.8444
LA BROQUERIE,21.14285714,7.785714286,1.857142857,6/9/13,23,2013,0.8444
LA BROQUERIE,24.07142857,10.71428571,4.857142857,6/16/13,24,2013,0.2931
LA BROQUERIE,24.92857143,13.5,0,6/23/13,25,2013,0.2854
LA BROQUERIE,27.07142857,14.57142857,6.285714286,6/30/13,26,2013,0.3276
LA BROQUERIE,28.71428571,15.85714286,0,7/7/13,27,2013,0.3569
LA BROQUERIE,26.57142857,15,2.857142857,7/14/13,28,2013,0.4486
LA BROQUERIE,25.14285714,12.42857143,5.428571429,7/21/13,29,2013,0.5184
LA BROQUERIE,21.42857143,9.357142857,5.285714286,7/28/13,30,2013,0.6491
LA BROQUERIE,22.64285714,9.857142857,1.142857143,8/4/13,31,2013,0.6838
LA BROQUERIE,21.07142857,9.571428571,4.142857143,8/11/13,32,2013,0.7072
LA BROQUERIE,25.21428571,11,0,8/18/13,33,2013,0.7383
LA BROQUERIE,29.42857143,14,4,8/25/13,34,2013,0.7399
LA BROQUERIE,28.42857143,15.28571429,10.14285714,9/1/13,35,2013,0.7416
LA BROQUERIE,25.28571429,9.642857143,0,9/8/13,36,2013,0.7164
LA BROQUERIE,0.785714286,-10.71428571,1.571428571,4/6/14,14,2014,0.7301
LA BROQUERIE,5.5,-3,0.857142857,4/13/14,15,2014,0.7439
LA BROQUERIE,4.5,-8.428571429,0.428571429,4/20/14,16,2014,0.6915
LA BROQUERIE,9.785714286,-0.571428571,3.571428571,4/27/14,17,2014,0.6391
LA BROQUERIE,9.214285714,0.357142857,1.714285714,5/4/14,18,2014,0.6344
LA BROQUERIE,14.5,2.928571429,1.714285714,5/11/14,19,2014,0.7628
LA BROQUERIE,12.78571429,0.571428571,3.142857143,5/18/14,20,2014,0.7712
LA BROQUERIE,20.28571429,8.642857143,2.285714286,5/25/14,21,2014,0.7797
LA BROQUERIE,26.64285714,12.57142857,5.142857143,6/1/14,22,2014,0.7827
LA BROQUERIE,22.07142857,9.285714286,1.714285714,6/8/14,23,2014,0.7857
LA BROQUERIE,20.64285714,9.714285714,3.571428571,6/15/14,24,2014,0.3172
LA BROQUERIE,23.42857143,12,9,6/22/14,25,2014,0.3533
LA BROQUERIE,23.21428571,14.92857143,3.428571429,6/29/14,26,2014,0.3894
LA BROQUERIE,23.42857143,12.21428571,6.714285714,7/6/14,27,2014,0.4474
LA BROQUERIE,23.78571429,11.92857143,1.428571429,7/13/14,28,2014,0.4835
LA BROQUERIE,25.07142857,11.78571429,1,7/20/14,29,2014,0.6611
LA BROQUERIE,24.78571429,12.78571429,5,7/27/14,30,2014,0.676
LA BROQUERIE,26.21428571,11.85714286,0,8/3/14,31,2014,0.691
LA BROQUERIE,27.35714286,14.5,0,8/10/14,32,2014,0.7736
LA BROQUERIE,26.57142857,12.07142857,0,8/17/14,33,2014,0.8195
LA BROQUERIE,24.35714286,15.57142857,6.285714286,8/24/14,34,2014,0.7995
LA BROQUERIE,20.71428571,9.357142857,4,8/31/14,35,2014,0.8063
LA BROQUERIE,23,8.071428571,5,9/7/14,36,2014,0.8132
LA BROQUERIE,6.5,-6.428571429,0.142857143,4/5/15,14,2015,0.7714
LA BROQUERIE,11.78571429,-3,0,4/12/15,15,2015,0.723
LA BROQUERIE,18.28571429,0.928571429,0.285714286,4/19/15,16,2015,0.7159
LA BROQUERIE,9.642857143,-2.357142857,2.142857143,4/26/15,17,2015,0.7089
LA BROQUERIE,22.07142857,4,0.857142857,5/3/15,18,2015,0.7159
LA BROQUERIE,15.14285714,2.142857143,2.428571429,5/10/15,19,2015,0.7458
LA BROQUERIE,13.5,2.928571429,6.285714286,5/17/15,20,2015,0.6959
LA BROQUERIE,20.57142857,3.285714286,4.142857143,5/24/15,21,2015,0.7029
LA BROQUERIE,20.35714286,6.571428571,1.714285714,5/31/15,22,2015,0.7283
LA BROQUERIE,21.71428571,10.35714286,6.571428571,6/7/15,23,2015,0.6847
LA BROQUERIE,25.57142857,12.21428571,1,6/14/15,24,2015,0.3551
LA BROQUERIE,21.5,8.642857143,2.714285714,6/21/15,25,2015,0.4077
LA BROQUERIE,26.07142857,12.64285714,3.428571429,6/28/15,26,2015,0.4603
LA BROQUERIE,25.42857143,13.64285714,7.285714286,7/5/15,27,2015,0.4921
LA BROQUERIE,25.35714286,12.28571429,3.142857143,7/12/15,28,2015,0.5239
LA BROQUERIE,26.35714286,15.85714286,3.571428571,7/19/15,29,2015,0.6349
LA BROQUERIE,27.57142857,14.78571429,5.285714286,7/26/15,30,2015,0.6323
LA BROQUERIE,26.28571429,14.42857143,1.428571429,8/2/15,31,2015,0.7144
LA BROQUERIE,23.71428571,12.14285714,2.714285714,8/9/15,32,2015,0.7341
LA BROQUERIE,29.64285714,14.71428571,0.714285714,8/16/15,33,2015,0.772
LA BROQUERIE,21.35714286,9.714285714,11.71428571,8/23/15,34,2015,0.7622
LA BROQUERIE,24.35714286,10.64285714,1.714285714,8/30/15,35,2015,0.7649
LA BROQUERIE,27.28571429,15.35714286,7.285714286,9/6/15,36,2015,0.7677
LA BROQUERIE,4.571428571,-6.071428571,0.285714286,4/3/16,14,2016,0.7649
LA BROQUERIE,1.714285714,-7.214285714,1.142857143,4/10/16,15,2016,0.7796
LA BROQUERIE,10.14285714,-1.857142857,4.571428571,4/17/16,16,2016,0.7496
LA BROQUERIE,12.78571429,1.142857143,2,4/24/16,17,2016,0.7196
LA BROQUERIE,14.5,-0.071428571,0,5/1/16,18,2016,0.6638
LA BROQUERIE,22.71428571,4.642857143,0,5/8/16,19,2016,0.6196
LA BROQUERIE,14.14285714,3.5,1.142857143,5/15/16,20,2016,0.6196
LA BROQUERIE,23.71428571,6.357142857,0.428571429,5/22/16,21,2016,0.6043
LA BROQUERIE,22.5,11.85714286,5.285714286,5/29/16,22,2016,0.6023
LA BROQUERIE,20.07142857,9.785714286,6.571428571,6/5/16,23,2016,0.6066
LA BROQUERIE,23.14285714,10.07142857,2,6/12/16,24,2016,0.3041
LA BROQUERIE,24.78571429,13.35714286,11.57142857,6/19/16,25,2016,0.3321
LA BROQUERIE,23.85714286,11.85714286,2,6/26/16,26,2016,0.3831
LA BROQUERIE,23.07142857,10.42857143,2.142857143,7/3/16,27,2016,0.4342
LA BROQUERIE,24.85714286,14,3.714285714,7/10/16,28,2016,0.5686
LA BROQUERIE,23.42857143,13.57142857,5.428571429,7/17/16,29,2016,0.6673
LA BROQUERIE,27.28571429,15.5,4.142857143,7/24/16,30,2016,0.6668
LA BROQUERIE,26.28571429,13.07142857,0,7/31/16,31,2016,0.6663
LA BROQUERIE,25.85714286,13.78571429,7,8/7/16,32,2016,0.7254
LA BROQUERIE,25.57142857,13.28571429,0.571428571,8/14/16,33,2016,0.7818
LA BROQUERIE,25.5,11.78571429,6.285714286,8/21/16,34,2016,0.7434
LA BROQUERIE,24.57142857,11.64285714,0.571428571,8/28/16,35,2016,0.7483
LA BROQUERIE,23.78571429,11.42857143,2.285714286,9/4/16,36,2016,0.7378
LA BROQUERIE,10.14285714,0.214285714,0.142857143,4/2/17,14,2017,0.7424
LA BROQUERIE,12.71428571,-1.142857143,0,4/9/17,15,2017,0.5891
LA BROQUERIE,13.78571429,-0.857142857,2,4/16/17,16,2017,0.5802
LA BROQUERIE,10.21428571,-2.071428571,1,4/23/17,17,2017,0.6483
LA BROQUERIE,7.785714286,-2.785714286,1.571428571,4/30/17,18,2017,0.6781
LA BROQUERIE,19,3.428571429,0.285714286,5/7/17,19,2017,0.6957
LA BROQUERIE,17.35714286,3.428571429,0.142857143,5/14/17,20,2017,0.6627
LA BROQUERIE,16.5,3.928571429,3.428571429,5/21/17,21,2017,0.6682
LA BROQUERIE,18.92857143,7.071428571,1.571428571,5/28/17,22,2017,0.6595
LA BROQUERIE,23.5,9.214285714,1.428571429,6/4/17,23,2017,0.6835
LA BROQUERIE,26.92857143,12.07142857,2.428571429,6/11/17,24,2017,0.4514
LA BROQUERIE,21,11.14285714,4.428571429,6/18/17,25,2017,0.2526
LA BROQUERIE,19.21428571,8.5,2.857142857,6/25/17,26,2017,0.2562
LA BROQUERIE,22.28571429,9.642857143,3.142857143,7/2/17,27,2017,0.2599
LA BROQUERIE,27.28571429,13.42857143,1.285714286,7/9/17,28,2017,0.2834
LA BROQUERIE,24.21428571,11.35714286,2.571428571,7/16/17,29,2017,0.2968
LA BROQUERIE,25.28571429,12.64285714,1.285714286,7/23/17,30,2017,0.3357
LA BROQUERIE,28.28571429,14.78571429,0.571428571,7/30/17,31,2017,0.3721
LA BROQUERIE,25.21428571,10.5,0.714285714,8/6/17,32,2017,0.4086
LA BROQUERIE,25.71428571,10.57142857,1.428571429,8/13/17,33,2017,0.4926
LA BROQUERIE,26.28571429,11.78571429,0.428571429,8/20/17,34,2017,0.6204
LA BROQUERIE,21.35714286,8.571428571,0.571428571,8/27/17,35,2017,0.6295
LA BROQUERIE,26,10.57142857,0.285714286,9/3/17,36,2017,0.7983
LA BROQUERIE,-1.357142857,-10.57142857,0.285714286,4/1/18,14,2018,0.7788
LA BROQUERIE,-3.5,-16.07142857,0.571428571,4/8/18,15,2018,0.7633
LA BROQUERIE,2.5,-8.214285714,0.428571429,4/15/18,16,2018,0.8032
LA BROQUERIE,13.14285714,-2.571428571,0,4/22/18,17,2018,0.8431
LA BROQUERIE,15.5,-0.071428571,0,4/29/18,18,2018,0.7985
