BirthMean_ALL,BirthSTD_ALL,DeathMean_ALL,DeathSTD_ALL,LifeMean_ALL,LifeSTD_ALL,NumBar_ALL,NumPrev_ALL,NumNext_ALL,DistQ0_ALL,DistQ1_ALL,DistQ2_ALL,DistQ3_ALL,DistQ4_ALL,CosSimQ0_ALL,CosSimQ1_ALL,CosSimQ2_ALL,CosSimQ3_ALL,CosSimQ4_ALL
0.5,0.6123724356957945,1.875,0.21650635094610965,1.375,0.649519052838329,4,2,3,0.0,0.7071067811865476,0.9125703849682212,1.4045084971874737,1.5,0.8,0.8371708245126286,0.9486832980505138,0.9486832980505138,1.0
0.125,0.21650635094610965,1.5,0.6123724356957945,1.375,0.649519052838329,4,3,2,0.0,0.7071067811865476,0.9125703849682212,1.4045084971874737,1.5,0.9486832980505138,0.9486832980505138,0.9743416490252569,1.0,1.0
0.375,0.649519052838329,1.625,0.649519052838329,1.25,0.75,4,3,3,0.0,1.5,1.5,1.5,2.1213203435596424,0.8,0.8,0.9,1.0,1.0
0.16666666666666666,0.23570226039551584,1.8333333333333333,0.23570226039551584,1.6666666666666667,0.4714045207910317,3,2,2,0.0,0.3535533905932738,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9743416490252569,1.0
0.0,0.0,1.5,0.7071067811865476,1.5,0.7071067811865476,3,3,2,0.0,0.75,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0
0.75,0.75,2.0,0.0,1.25,0.75,4,2,4,0.0,0.375,1.5,1.5,1.5,0.8,0.8,0.8,0.95,1.0
0.25,0.25,1.75,0.25,1.5,0.5,4,2,2,0.0,0.1767766952966369,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9871708245126285,1.0
0.0,0.0,1.25,0.75,1.25,0.75,4,4,2,0.0,0.375,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0
0.0,0.0,2.0,0.0,2.0,0.0,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,2.0,0.0,2.0,0.0,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,1.75,0.25,1.75,0.25,2,2,1,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
0.5,0.7071067811865476,1.5,0.7071067811865476,1.0,0.7071067811865476,3,2,2,1.5,1.5,1.5,1.8106601717798212,2.1213203435596424,0.8,0.8,0.8,0.9,1.0
0.25,0.25,2.0,0.0,1.75,0.25,2,1,2,0.5,0.5,0.5,0.5,0.5,0.9701425001453319,0.9701425001453319,0.9701425001453319,0.9701425001453319,0.9701425001453319
0.0,0.0,2.0,0.0,2.0,0.0,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,1.75,0.25,1.75,0.25,2,2,1,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
