BirthMean_ALL,BirthSTD_ALL,DeathMean_ALL,DeathSTD_ALL,LifeMean_ALL,LifeSTD_ALL,NumBar_ALL,NumPrev_ALL,NumNext_ALL,DistQ0_ALL,DistQ1_ALL,DistQ2_ALL,DistQ3_ALL,DistQ4_ALL,CosSimQ0_ALL,CosSimQ1_ALL,CosSimQ2_ALL,CosSimQ3_ALL,CosSimQ4_ALL
1.1,1.3190905958272918,3.2,1.0295630140987,2.1,1.5620499351813308,5,2,3,0.0,2.1213203435596424,2.524754878398196,3.2623774391990983,3.905124837953327,0.7525766947068778,0.8574929257125441,0.9354388399395224,0.969311119650593,1.0
0.6,0.9695359714832659,2.7,1.4352700094407322,2.1,1.5620499351813308,5,3,2,0.0,2.5495097567963922,2.5495097567963922,3.3321067811865475,3.905124837953327,0.813733471206735,0.8474709279176798,0.9486832980505138,0.9889447521804875,1.0
0.375,0.649519052838329,2.75,1.4361406616345072,2.375,1.6345871038277526,4,3,2,0.0,2.1213203435596424,2.310660171779821,3.25,3.5,0.8574929257125441,0.8574929257125441,0.928746462856272,1.0,1.0
1.5,1.6431676725154984,3.5,1.0,2.0,1.6431676725154984,5,2,4,0.0,2.5495097567963922,3.5,3.5,3.905124837953327,0.7525766947068778,0.7525766947068778,0.9221943818285309,0.9486832980505138,1.0
1.0,1.224744871391589,3.1,1.319090595827292,2.1,1.562049935181331,5,3,2,0.0,2.5495097567963922,2.5495097567963922,3.5,3.905124837953327,0.813733471206735,0.813733471206735,0.813733471206735,1.0,1.0
0.75,0.75,3.25,0.75,2.5,1.5,4,2,2,0.0,0.5303300858899106,2.1213203435596424,2.1213203435596424,2.1213203435596424,0.8574929257125441,0.8574929257125441,0.8574929257125441,0.9643732314281358,1.0
0.25,0.25,2.75,1.25,2.5,1.5,4,2,2,0.0,0.6373774391990981,2.5495097567963922,2.5495097567963922,2.5495097567963922,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9871708245126285,1.0
0.0,0.0,2.25,1.75,2.25,1.75,4,4,2,0.0,0.875,3.5,3.5,3.5,1.0,1.0,1.0,1.0,1.0
0.0,0.0,3.75,0.25,3.75,0.25,2,2,1,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
1.1666666666666667,1.6499158227686108,3.5,0.7071067811865476,2.3333333333333335,1.4337208778404378,3,2,2,1.5,2.5,3.5,3.653943276465977,3.8078865529319543,0.7525766947068778,0.7525766947068778,0.7525766947068778,0.8762883473534389,1.0
0.8333333333333334,1.178511301977579,3.1666666666666665,1.178511301977579,2.3333333333333335,1.178511301977579,3,2,2,2.5,2.5,2.5,3.017766952966369,3.5355339059327378,0.847998304005088,0.847998304005088,0.847998304005088,0.923999152002544,1.0
0.5,0.7071067811865476,2.8333333333333335,1.649915822768611,2.3333333333333335,1.4337208778404378,3,2,2,1.5,2.5,3.5,3.653943276465977,3.8078865529319543,0.9363291775690445,0.9363291775690445,0.9363291775690445,0.9681645887845223,1.0
0.25,0.25,3.75,0.25,3.5,0.5,2,1,1,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.9899494936611665,0.9899494936611665,0.9899494936611665,0.9899494936611665,0.9899494936611665
0.0,0.0,3.25,0.75,3.25,0.75,2,2,1,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0
0.0,0.0,2.75,1.25,2.75,1.25,2,2,1,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0
0.0,0.0,2.25,1.75,2.25,1.75,2,2,1,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,1.0,1.0
1.75,1.75,4.0,0.0,2.25,1.75,2,1,2,3.5,3.5,3.5,3.5,3.5,0.7525766947068778,0.7525766947068778,0.7525766947068778,0.7525766947068778,0.7525766947068778
2.0,1.4719601443879744,3.8333333333333335,0.23570226039551584,1.8333333333333333,1.5456030825826175,3,1,2,1.118033988749895,1.8337718727731436,2.5495097567963922,3.024754878398196,3.5,0.7525766947068778,0.7831550829568064,0.813733471206735,0.9044391730865267,0.9951448749663183
1.3333333333333333,1.0274023338281628,3.3333333333333335,0.6236095644623235,2.0,1.4142135623730951,3,1,1,1.4142135623730951,1.7677669529663689,2.1213203435596424,2.3354150501780175,2.5495097567963922,0.813733471206735,0.8356131984596396,0.8574929257125441,0.9271541021243346,0.996815278536125
0.6666666666666666,0.6236095644623235,2.6666666666666665,1.0274023338281628,2.0,1.4142135623730951,3,1,1,1.4142135623730951,1.7677669529663689,2.1213203435596424,2.3354150501780175,2.5495097567963922,0.8574929257125441,0.9030881118815289,0.9486832980505138,0.9624351791172332,0.9761870601839526
0.16666666666666666,0.23570226039551584,2.0,1.4719601443879744,1.8333333333333333,1.5456030825826175,3,2,1,1.118033988749895,1.8337718727731436,2.5495097567963922,3.024754878398196,3.5,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9743416490252569,1.0
1.1666666666666667,1.6499158227686108,2.8333333333333335,1.649915822768611,1.6666666666666667,1.6499158227686108,3,2,2,3.5,3.5,3.5,4.224873734152917,4.949747468305833,0.7525766947068778,0.7525766947068778,0.7525766947068778,0.8762883473534389,1.0
1.25,1.25,3.75,0.25,2.5,1.5,2,1,1,2.5495097567963922,2.5495097567963922,2.5495097567963922,2.5495097567963922,2.5495097567963922,0.813733471206735,0.813733471206735,0.813733471206735,0.813733471206735,0.813733471206735
1.6666666666666667,1.4337208778404378,3.5,0.7071067811865476,1.8333333333333333,1.5456030825826175,3,1,2,2.1213203435596424,2.310660171779821,2.5,3.0,3.5,0.7525766947068778,0.8050348102097109,0.8574929257125441,0.9208099715788205,0.984127017445097
1.625,1.4306903927824497,3.375,1.0825317547305484,1.75,1.346291201783626,4,1,3,1.0,2.5123774391990983,2.8755359377564083,3.425390529679106,3.905124837953327,0.7525766947068778,0.8665473234609486,0.9354388399395224,0.9662324809425935,0.9871905049027117
1.5,1.378404875209022,3.2,1.3638181696985856,1.7,1.3638181696985856,5,2,3,1.118033988749895,1.625,3.024754878398196,3.7309149146989657,4.949747468305833,0.7525766947068778,0.813733471206735,0.9361025496990869,0.9585888545047677,1.0
